   1    1  1.8235955431263695E+00 4.5820384884559928E+00 3.8419288925783110E+00 1.9053975998518741E-01
   1    2  1.8051947604135969E+00 4.5127502229310776E+00 3.8106846246825770E+00 1.8717876750600962E-01
   1    3  1.7511190181315579E+00 4.3158997484578041E+00 3.7189818742121816E+00 1.7862169869861852E-01
   1    4  5.6825413178451273E-02 4.4798874906844266E-01 2.0077869924924177E-01 3.3640881186967224E-02
   1    5  1.8601444762248476E-01 1.1502973805868379E+00 5.9456033572856104E-01 9.2526250779063832E-02
   1    6  1.5325839633608365E-02 1.4350547139323119E-01 5.4297675022747273E-02 1.0479299941644401E-02
   1    7  1.4451487407764180E-01 8.4581410291162640E-01 4.4807931150206720E-01 6.9317387857245838E-02
   1    8  1.3562613275087533E-03 2.7620125206791614E-02 5.2644404593346133E-03 1.8292792468845998E-03
   1    9  8.0858579997470495E-02 4.9164582819977826E-01 2.5922580551534219E-01 4.0402837702257090E-02
   1   10  3.2179594301824683E-08 9.5957086092255501E-04 4.0657545227874612E-06 2.0528551572615571E-05
   1   11  3.6554585543215889E-03 4.7570516845432086E-02 1.4038555573015945E-02 4.2384940406261663E-03
   1   12  2.4871290486467849E-02 2.4294219819389842E-01 9.8037873155276498E-02 1.8290958386428455E-02
   1   13  8.0969547542102019E-02 6.3054164163985948E-01 2.9074514157500048E-01 5.0422413301042183E-02
   1   14  6.6954557882456436E-03 7.6143815106876053E-02 2.6275478018587040E-02 5.6319805617313584E-03
   1   15  6.2793712843879801E-02 4.6374325855283682E-01 2.1898274643831211E-01 3.7759875020521978E-02
   1   16  6.1411784042091555E-04 1.3891909506272501E-02 2.4383878455667947E-03 9.2462721538152600E-04
   1   17  3.9048774106542943E-02 2.6518557378549129E-01 1.2627790529688013E-01 2.1966580192272506E-02
   1   18  1.1452658796358381E-08 4.3121384130645403E-04 1.7329850925959651E-06 9.0709271257893211E-06
   1   19  1.6472870337625076E-03 2.3737129917319227E-02 6.5241112021439734E-03 2.1447028532188867E-03
   1   20  2.1802057538873850E-03 4.1277157631058679E-02 1.1848670220845160E-02 3.0376715349777726E-03
   1   21  6.9831354403839295E-03 1.1050673187595379E-01 3.5248476946688742E-02 8.4394772439973838E-03
   1   22  5.8358273662229856E-04 1.2221169913569625E-02 3.1146621302120077E-03 9.0872563635438605E-04
   1   23  5.3865124231188442E-03 8.1450744158464705E-02 2.6514468856055313E-02 6.3177557689481400E-03
   1   24  5.8571024397820758E-05 1.8589060760292543E-03 2.6056432802007201E-04 1.2663515251850363E-04
   1   25  3.3047079147903607E-03 4.5407589808037441E-02 1.5184961779750461E-02 3.6616102603862642E-03
   1   26  5.5339668421155345E-10 3.9683255050713642E-05 1.3766094476395269E-07 8.0011952349363011E-07
   1   27  1.6288312921781975E-04 3.1713746252470614E-03 7.0368226887763529E-04 2.9650311302790761E-04
