   1    1  1.6065764281818498E+00 3.4535655264811322E+00 2.8876783456929869E+00 1.5557975176623015E-01
   1    2  1.2898972431079370E+00 2.8353514050814845E+00 2.3067040994042518E+00 1.3484995220335239E-01
   1    3  6.7429458890265259E-01 1.6390476317446356E+00 1.1867388825082523E+00 8.8803098084785315E-02
   1    4  6.0122229906227065E-02 3.5611158246368468E-01 1.7200752094729307E-01 2.8413439437980696E-02
   1    5  2.0788785277008834E-01 9.5968661473471417E-01 5.1057925193279330E-01 7.9220985339767472E-02
   1    6  1.5323215531968321E-02 1.1927295333106749E-01 4.5865204566201204E-02 8.5965799738886902E-03
   1    7  1.5750388412671229E-01 7.2576264398223045E-01 3.8443693555170116E-01 5.9383006287597365E-02
   1    8  1.0740425968011067E-03 1.9743636492575527E-02 4.1552956945578668E-03 1.3492043986628587E-03
   1    9  8.8273234096972117E-02 4.2540889393816345E-01 2.2127394489057153E-01 3.4482864836832591E-02
   1   10  1.8284649752807052E-08 5.1735282753594125E-04 1.8022857702733332E-06 1.0681851172894413E-05
   1   11  3.7070915642306366E-03 3.0356183513546749E-02 1.1052362617130784E-02 3.2367747249400702E-03
   1   12  2.9067485065518785E-02 1.9727865055814353E-01 8.7948461814567405E-02 1.6015042440134485E-02
   1   13  1.0005569139297854E-01 5.4029423876314608E-01 2.6136643779030733E-01 4.4748963743148212E-02
   1   14  7.3957830636306619E-03 6.6630545946062200E-02 2.3282862182707059E-02 4.7971804206790036E-03
   1   15  7.8383989391090411E-02 4.0953464039161142E-01 1.9670083815844891E-01 3.3531226850067604E-02
   1   16  5.2259726102656665E-04 1.0622915342512505E-02 2.0320217449653053E-03 7.1500199630045375E-04
   1   17  4.5464166863945193E-02 2.4065854057765340E-01 1.1292603952464418E-01 1.9434698948763623E-02
   1   18  8.3581927837206419E-09 2.4671042416220907E-04 8.1748668122043320E-07 5.0669779525265576E-06
   1   19  1.7840515899828864E-03 1.5922242445951779E-02 5.4192128240553384E-03 1.7155577223051648E-03
   1   20  3.5452993230389316E-03 3.6647973658416849E-02 1.2087130719738088E-02 2.9276013653036646E-03
   1   21  1.2077994710962188E-02 1.0019191684993968E-01 3.6009720094900284E-02 8.2315911369049682E-03
   1   22  8.9452550606589250E-04 1.2068300094282235E-02 3.1504619483718856E-03 8.5647789759491367E-04
   1   23  9.4272208939891501E-03 7.6402962469396846E-02 2.7073051323534356E-02 6.1657733250541488E-03
   1   24  5.2141690941768441E-05 1.7231837269968174E-03 2.5192478333000551E-04 1.1126435545497867E-04
   1   25  5.6776056384894363E-03 4.5245665765536916E-02 1.5457482232003354E-02 3.5618396871663106E-03
   1   26  6.1666605848022843E-10 2.6757181408561982E-05 7.8115797003855841E-08 5.5097545415147194E-07
   1   27  2.1199832680392791E-04 2.7996105204564506E-03 6.7678209449329775E-04 2.6856969148736614E-04
