-6.3596299423387159E-01 a         1     0     1     1     1
1.7590051839033341E-01 a         2     0     1     1     2
9.2961292478247759E-01 a         3     0     1     1     3
1.5857377918525828E+00 a         4     0     1     1     4
2.2645763567007005E+00 a         5     0     1     1     5
-4.4733548840864379E-01 a         6     0     1     1     6
-7.3935139286263407E-01 a         7     0     1     1     7
1.4193363881484639E-01 a         8     0     1     1     8
1.2532085400790334E+00 a         9     0     1     1     9
-5.0229153048387132E-01 a        10     0     1     1    10
8.6768566136192182E-01 a        11     0     1     1    11
-2.1704173927775877E-01 a        12     0     1     1    12
-1.6569610921112349E-01 a        13     0     1     1    13
-3.8341671151085199E-01 a        14     0     1     1    14
2.2898908010525681E-01 a        15     0     1     1    15
-3.6272614719910751E-01 a        16     0     1     1    16
-8.3549262718680894E-01 a        17     0     1     1    17
-2.9233869735573892E-01 a        18     0     1     1    18
-4.4103771014192644E-01 a        19     0     1     1    19
1.1418957405286463E+00 a        20     0     1     1    20
2.9435674556276648E-01 a        21     0     1     1    21
-3.5541640208955633E-01 a        22     0     1     1    22
7.2263769479668660E-01 a        23     0     1     1    23
1.4088206997974406E-01 a        24     0     1     1    24
2.1615635096652180E-01 a        25     0     2     1     1
-1.3788856067632152E-01 a        26     0     2     1     2
-5.0250645331736254E-01 a        27     0     2     1     3
-1.2516550124477341E+00 a        28     0     2     1     4
-1.9824472556639591E-01 a        29     0     2     1     5
1.3369454146472334E-01 a        30     0     2     1     6
2.0472380381078886E-01 a        31     0     2     1     7
-7.1207828578917953E-01 a        32     0     2     1     8
-3.2715853354139302E-01 a        33     0     2     1     9
5.5310719564326448E-02 a        34     0     2     1    10
-8.0625046174818782E-01 a        35     0     2     1    11
-2.4352040518925164E-01 a        36     0     2     1    12
1.8302815479001175E-01 a        37     0     2     1    13
-2.0308800416958296E-02 a        38     0     2     1    14
1.2567834526185387E-01 a        39     0     2     1    15
-9.4806412453332864E-03 a        40     0     2     1    16
4.7290212563352418E-02 a        41     0     2     1    17
8.8636764159513337E-01 a        42     0     2     1    18
6.5144461751539331E-02 a        43     0     2     1    19
2.3259596460414620E-02 a        44     0     2     1    20
7.0641242087136355E-03 a        45     0     2     1    21
5.9322553081604168E-01 a        46     0     2     1    22
-4.8167468373580108E-01 a        47     0     2     1    23
2.4074639392209560E-01 a        48     0     2     1    24
1.0636339943439510E+00 a        49     0     3     1     1
-1.0408625909684059E+00 a        50     0     3     1     2
-9.3054176430215985E-01 a        51     0     3     1     3
-2.4529694825206305E+00 a        52     0     3     1     4
-1.8642394160825748E+00 a        53     0     3     1     5
5.6131851818355527E-01 a        54     0     3     1     6
3.8497494077014871E-01 a        55     0     3     1     7
-7.7125101756386027E-01 a        56     0     3     1     8
-1.4717733479697392E+00 a        57     0     3     1     9
4.6166993370770476E-01 a        58     0     3     1    10
-1.8374933687935036E+00 a        59     0     3     1    11
6.7569156292881960E-01 a        60     0     3     1    12
3.9534969234148148E-01 a        61     0     3     1    13
4.4708991683145283E-01 a        62     0     3     1    14
-9.9442573143512542E-02 a        63     0     3     1    15
2.5068737119124546E-01 a        64     0     3     1    16
3.9700489171626413E-01 a        65     0     3     1    17
8.3902666652686309E-01 a        66     0     3     1    18
3.0535079256478453E-01 a        67     0     3     1    19
-9.2061041110849362E-01 a        68     0     3     1    20
-4.5699606907687351E-01 a        69     0     3     1    21
5.6453233589008334E-01 a        70     0     3     1    22
-1.2385511180050226E+00 a        71     0     3     1    23
-2.2007964461904370E-01 a        72     0     3     1    24
-6.7662240953727060E-01 a        73     0     4     1     1
-3.2968855301265337E-01 a        74     0     4     1     2
1.4590936627182582E+00 a        75     0     4     1     3
1.8994739192302330E+00 a        76     0     4     1     4
7.5734077695145496E-01 a        77     0     4     1     5
-4.9559662381841457E-01 a        78     0     4     1     6
-3.2018225190852297E-02 a        79     0     4     1     7
4.2418016455713825E-01 a        80     0     4     1     8
7.0352486493185351E-01 a        81     0     4     1     9
-4.6677051728928720E-01 a        82     0     4     1    10
1.3428959479337721E+00 a        83     0     4     1    11
-5.0970875069361998E-01 a        84     0     4     1    12
-1.1709405804807236E+00 a        85     0     4     1    13
-7.3148332365722601E-01 a        86     0     4     1    14
-9.7355797001002897E-03 a        87     0     4     1    15
4.8229562871080317E-01 a        88     0     4     1    16
-1.0160286135869372E-01 a        89     0     4     1    17
-2.0050791167780080E+00 a        90     0     4     1    18
-2.4358186833211104E-01 a        91     0     4     1    19
-4.8134922195978375E-01 a        92     0     4     1    20
5.5227839954274605E-02 a        93     0     4     1    21
-9.3956007522782592E-01 a        94     0     4     1    22
1.3443470859902187E+00 a        95     0     4     1    23
2.5188260077719120E-02 a        96     0     4     1    24
3.8918407188804710E-01 a        97     0     5     1     1
1.1116480589965827E+00 a        98     0     5     1     2
-7.3288364529008099E-01 a        99     0     5     1     3
-3.3350580290097231E-01 a       100     0     5     1     4
-5.5976258825565173E-01 a       101     0     5     1     5
5.1562306384562363E-02 a       102     0     5     1     6
2.0469499938436592E-01 a       103     0     5     1     7
2.2109833437791191E-02 a       104     0     5     1     8
6.1982348744332658E-02 a       105     0     5     1     9
5.1577135201302526E-02 a       106     0     5     1    10
-1.1287430022027761E-01 a       107     0     5     1    11
